,message,sentiment,predicted sentiment
1814,retweet polar bear huretweet climate change likely turn new food source human,2,1
8792,retweet emotional psychological response story climate change defines solve p,1,1
7823,right american vote guy think chinese people invented global warming good luck america yall fucked,1,1
7042,retweet sander trump listen scientist climate change real via,2,2
12372,still dont believe nasa scientist come climate change climate change,1,1
4178,retweet not bad column u dont get paris s troubling w draw al notion climate change fake,1,1
1062,retweet sander tear epa head saying co 2 isnt primary contributor climate change,2,2
11757,trump daily leading candidate trump s science advisor call climate change cult trump,2,2
498,retweet trump ian theory dont research climate climate change wont exist,1,1
2826,mr trump dont think read take seriously climate change issue son please,1,1
10263,retweet half dozen crisis century climate change resource crunch ageing automation inequality cent r m sol,1,1
3534,retweet interesting roundtable time trustee give priority climate change investment decision,1,0
9413,retweet effect global warming,1,1
7585,dad said economic development used justify bout anything nowadays catchall climate change,-1,1
7836,retweet hurricane harvey new norm exacerbated climate change avoid worse storm build clean renewable future harvey,1,1
3101,retweet meet republican fighting climate change,2,1
6122,yea want eliminate 1 1 climate change denier setting shop white house,1,1
12945,retweet terrifying reporting climate change flooding grim future houston,1,1
10594,retweet im grateful time took tell important story climate change flood,1,1
9394,retweet white house website flipped among thing obama s climate change page gone,1,2
12315,cost mitigating global warming ow much would pay every acre property meter sea level every single beach,1,0
3190,entire financial system risk apr prep apply climate change stress test u financial institution,2,1
8,8 yo nephew inconsolable want die old age like perish fiery hell cape climate change,1,1
11101,retweet trump say one know climate change real russia hacked dnc de scar tian refusal believe anything c,1,1
5485,retweet trust global warming scientist asks david rose via,2,2
9794,retweet woman disproportionately impacted climate change woman leading climate fight woman deserve,1,1
3115,watch siberian crater highlight dramatic impact climate change,2,1
9584,retweet president elect doesnt believe climate change million people going say mr t,1,1
10628,former noaa scientist colleague manipulated climate change data political reason via,2,2
6365,reuters activist investor ramp pressure shell act climate change,2,2
14148,retweet donald trump best thing happen global warming seriously u pol paris agreement,0,1
14965,retweet real donald trump overheated arctic sign climate change vicious circle,2,2
10987,last year issued largest u green bond fight global warming kind world,1,1
12964,retweet fried nemo severe consequence global warming anemone fish host sea anemone,2,1
13271,retweet climate change,0,0
3248,retweet s plan b climate change scientist fear consequence trump victory,2,2
1057,sen gilli brand turn bring climate change,1,0
7762,web ar gender gro forestry climate change en espanol,0,1
11125,trying prove scientist wrong climate change ignorant arrogant anyone stupid enough follow example,1,1
5163,retweet pope urge t community act combating climate change rv,2,1
10632,healthy forest fight climate change tree absorb carbon atmosphere leaf root wood,1,1
10876,retweet well brother cant v ape peace im go w global warming denier russian puppet conflict interest g,1,1
4419,retweet s thinking s going die husband doesnt believe climate change,1,1
2077,know global warming hoax snowflake m,-1,-1
5952,retweet know animal agriculture one leading cause climate change go green go vegan,1,1
432,retweet new climate change web site attack nuclear power nuclear plant closure increase co 2 emission ht,0,1
877,retweet trump win disaster fight climate change scientist environmentalist say,2,2
14145,45 going fix tell meal wheel child lunch s woman health care climate change hoax epa not needed,0,1
1683,retweet breaking breathtakingly wrong pr u t say would not agree co 2 primary contributor global warming,1,1
8311,retweet blinded moral code must stop global warming smaretweet hungry death faster planet burn,1,1
13063,retweet supposed 60 sunny today minnesota november global warming isnt real right,1,1
15055,pretty sure mayor st t praying enough global warming never snow omaha every time snow city shuts,0,1
13282,retweet obviously istanbul expecting wicked climate change soon,-1,0
8831,retweet new integrating complex economic amp hydro logic planning model analysis climate change,2,2
7244,retweet monday world soil day soil danger due climate change amp explains nuclear tech,1,1
1074,retweet american firm taking climate change seriously even surprising former critic,2,2
14740,retweet climate change study canada s hudson bay thwarted climate change environment climate change,2,2
4519,today president clinton called stricter restriction combat climate change amp substantial federal minimum wage hike april fool,0,1
3455,retweet r fk jr issue warning trump climate change policy,2,2
5155,retweet scientist fear white house intervene federal climate change reporetweet published,2,2
